name,age,nationality,overall,club,preferred_foot,jersey number,contract valid until,height,weight,league,speciality
M. Døhr Thychosen,21,Denmark,66,FC Midtjylland,Right,24,2023,70,143,SUPERLIGA,No Speciality
A. Nordvik,31,Norway,66,Odds BK,Left,15,2018,74,179,ELITESERIEN,No Speciality
D. Thomalla,25,Germany,66,1. FC Heidenheim 1846,Right,11,2020,73,165,0,No Speciality
P. Parzyszek,24,Poland,66,Piast Gliwice,Right,9,2021,75,176,EKSTRAKLASA,No Speciality
M. Fornasier,24,Italy,66,Pescara,Right,13,2020,73,176,CALCIO B,No Speciality
Michel Douglas,26,Brazil,66,CD Aves,Left,9,2023,73,183,0,No Speciality
Álex Cobo,22,Spain,66,Deportivo de La Coruña,Right,27,2019,72,172,0,Goalkeeper
M. Çelik,28,Sweden,66,BK Häcken,Right,7,2020,70,165,ALLSVENSKAN,No Speciality
L. Woudenberg,24,Netherlands,66,SC Heerenveen,Left,16,2019,73,154,EREDIVISIE,Engine
T. Tekie,21,Sweden,66,Östersunds FK,Right,3,"Jun 30, 2019",69,130,ALLSVENSKAN,No Speciality
D. Vega,25,Costa Rica,66,SK Brann,Left,19,2019,70,157,ELITESERIEN,No Speciality
N. Rusyn,19,Ukraine,66,Dynamo Kyiv,Right,43,2022,70,150,REST OF WORLD,No Speciality
Víctor,21,Spain,66,Deportivo de La Coruña,Right,37,2019,71,170,0,No Speciality
A. Deja,25,Poland,66,Arka Gdynia,Right,16,2023,73,181,EKSTRAKLASA,No Speciality
F. Cornejo,22,Chile,66,Audax Italiano,Right,8,2020,69,152,CAMP. SCOTIABANK,No Speciality
A. Balboa,24,Uruguay,66,Belgrano de Córdoba,Right,11,2022,73,179,0,No Speciality
D. Edwards,32,Wales,66,Reading,Right,16,2019,72,172,EFL CHAMPIONSHIP,No Speciality
F. Rherras,25,Morocco,66,AS Béziers,Right,2,2023,72,170,DOMINO'S LIGUE 2,No Speciality
Gu Sung Yun,24,Korea Republic,66,Hokkaido Consadole Sapporo,Right,25,2021,77,181,0,Goalkeeper
C. Mavrias,24,Greece,66,Hibernian,Right,23,2018,70,172,SCOTTISH PREMIERSHIP,No Speciality
E. Martinez,27,Uruguay,66,Colorado Rapids,Right,90,2022,67,146,MLS,No Speciality
Lee Chang Geun,24,Korea Republic,66,Jeju United FC,Right,21,2022,73,165,0,Goalkeeper
M. Mohsen,29,Egypt,66,Free Agent,Right,9,Free Agent,73,179,0,No Speciality
A. Gómez,25,Peru,66,Minnesota United FC,Left,32,2023,71,152,0,No Speciality
N. Ramírez,21,Chile,66,Club Deportes Temuco,Right,14,"Dec 31, 2018",72,170,0,No Speciality
C. Gebauer,24,Austria,66,SCR Altach,Right,9,2020,74,165,Ö. BUNDESLIGA,No Speciality
C. Knett,27,Austria,66,FC Wacker Innsbruck,Right,1,2019,72,179,0,Goalkeeper
K. Naismith,26,Scotland,66,Wigan Athletic,Left,20,2021,73,172,EFL CHAMPIONSHIP,No Speciality
Rober Correa,25,Spain,66,Cádiz CF,Right,4,2019,72,170,LALIGA 1 | 2 | 3,No Speciality
C. Escobar,28,Chile,66,San Luis de Quillota,Right,19,2018,72,165,0,No Speciality
J. Smeets,23,Netherlands,66,Fortuna Sittard,Right,6,2019,72,157,EREDIVISIE,No Speciality
Borja Galán,25,Spain,66,AD Alcorcón,Right,23,2020,72,161,LALIGA 1 | 2 | 3,No Speciality
J. Intriago,22,Ecuador,66,Free Agent,Right,15,Free Agent,69,152,0,No Speciality
D. Sjölund,35,Finland,66,IFK Norrköping,Left,20,2018,70,176,ALLSVENSKAN,No Speciality
E. Bonifacio,24,Argentina,66,Gimnasia y Esgrima La Plata,Right,6,2019,67,143,0,No Speciality
Lee Ho Seung,28,Korea Republic,66,Jeonnam Dragons,Right,20,2018,74,163,K-LEAGUE 1,Goalkeeper
G. Hein,21,France,66,FC Metz,Left,8,2021,67,143,DOMINO'S LIGUE 2,No Speciality
H. Abe,19,Japan,66,Kashima Antlers,Right,30,2019,67,143,MEIJI YASUDA J1,No Speciality
A. De Bruyn,24,Belgium,65,Sint-Truidense VV,Right,14,2020,70,152,0,No Speciality
J. Akinde,28,England,65,Lincoln City,Right,29,2021,74,192,EFL LEAGUE TWO,Strength
D. McGregor,32,Scotland,65,Hibernian,Right,24,2019,72,192,SCOTTISH PREMIERSHIP,Strength
G. Villarruel,25,Argentina,65,San Martín de San Juan,Right,27,"Jun 30, 2019",68,148,0,No Speciality
Pastrana,21,Spain,65,RC Celta,Left,34,2019,71,154,LALIGA SANTANDER,No Speciality
Teixeira José,28,Brazil,65,Pohang Steelers,Right,23,"Dec 31, 2018",70,157,K-LEAGUE 1,No Speciality
A. Fernández,32,Uruguay,65,San Martin de Tucumán,Right,23,2019,73,159,0,No Speciality
J. Devecchi,22,Argentina,65,San Lorenzo de Almagro,Right,25,2019,74,183,0,Goalkeeper
C. Früchtl,18,Germany,65,FC Bayern München,Left,36,2020,76,157,BUNDESLIGA,Goalkeeper
I. Rondanini,23,Italy,65,Brescia,Right,20,2020,71,168,CALCIO B,No Speciality
W. Creavalle,27,Guyana,65,Philadelphia Union,Right,2,2022,72,154,0,No Speciality
A. Considine,31,Scotland,65,Aberdeen,Left,4,2019,72,165,SCOTTISH PREMIERSHIP,No Speciality
J. Vitale,22,Argentina,65,San Martin de Tucumán,Right,15,"Jun 30, 2019",72,179,0,No Speciality
J. Ryerson,20,Norway,65,1. FC Union Berlin,Right,6,2021,72,181,0,No Speciality
J. Ríos,26,Colombia,65,Alianza Petrolera,Right,8,2020,69,148,0,No Speciality
K. Dabila,21,Ivory Coast,65,LOSC Lille,Right,22,2020,72,176,LIGUE 1 CONFORAMA,No Speciality
Avilés,20,Spain,65,CD Leganés,Right,33,2020,71,165,LALIGA SANTANDER,No Speciality
No Dong Geon,26,Korea Republic,65,Suwon Samsung Bluewings,Right,21,2018,76,194,0,Goalkeeper
Benjamin Muscato,26,Brazil,65,Chapecoense,Right,20,2021,72,157,LIGA DO BRASIL,No Speciality
N. Topor-Stanley,33,Australia,65,Newcastle Jets,Left,44,2019,75,198,HYUNDAI A-LEAGUE,Strength
P. Clement,22,Netherlands,65,Reading,Right,22,2020,70,148,EFL CHAMPIONSHIP,No Speciality
H. Toffolo,22,England,65,Lincoln City,Left,14,2020,72,157,EFL LEAGUE TWO,No Speciality
C. Colkett,21,England,65,Shrewsbury,Left,23,2019,69,163,EFL LEAGUE ONE,No Speciality
B. Çamoğlu,21,Turkey,65,Karlsruher SC,Right,2,2020,68,148,3. LIGA,No Speciality
Yang Dong Hyen,32,Korea Republic,65,Cerezo Osaka,Right,18,2023,73,176,MEIJI YASUDA J1,No Speciality
S. Tetteh,21,Ghana,65,LASK Linz,Right,20,"Jun 30, 2019",71,163,Ö. BUNDESLIGA,No Speciality
A. Dobos,18,Hungary,65,Fortuna Sittard,Left,21,2022,69,154,EREDIVISIE,No Speciality
J. Mason,27,Republic of Ireland,65,Portsmouth,Right,14,"Jan 2, 2019",70,161,EFL LEAGUE ONE,No Speciality
Lee Woong Hee,29,Korea Republic,65,FC Seoul,Right,3,2022,72,172,K-LEAGUE 1,No Speciality
C. Lavery,25,Northern Ireland,65,Bury,Right,32,"Jun 30, 2019",71,168,EFL LEAGUE TWO,No Speciality
M. Savastano,21,Netherlands,65,AZ Alkmaar,Left,42,2020,69,152,0,No Speciality
N. Granatowski,27,Germany,65,SV Meppen,Right,9,2019,68,152,3. LIGA,No Speciality
M. Stiefler,29,Germany,65,Karlsruher SC,Right,8,2020,70,168,3. LIGA,No Speciality
L. Pavez,22,Chile,65,Unión Española,Left,29,2019,68,165,CAMP. SCOTIABANK,No Speciality
S. Román,23,Colombia,65,Once Caldas,Right,25,2020,75,168,LIGA DIMAYOR,Goalkeeper
M. Bakker,18,Netherlands,65,Ajax,Left,35,2019,72,159,EREDIVISIE,No Speciality
A. Sambi Lokonga,18,Belgium,65,RSC Anderlecht,Right,48,2020,72,154,PRO LEAGUE,No Speciality
M. Pérez Acuña,24,Argentina,65,Club Atlético Tigre,Right,17,2023,69,163,0,No Speciality
K. Dempsey,22,England,65,Fleetwood Town,Right,8,2020,70,165,EFL LEAGUE ONE,No Speciality
Lee You Hyeon,21,Korea Republic,65,Jeonnam Dragons,Right,27,2021,70,159,K-LEAGUE 1,No Speciality
Y. Quintana,22,Uruguay,65,San Jose Earthquakes,Right,30,2019,76,196,0,No Speciality
B. Knighton,33,United States,65,New England Revolution,Right,18,2021,74,181,0,Goalkeeper
R. Bennett,26,England,65,Peterborough United,Right,16,2020,75,168,0,No Speciality
A. Lonergan,34,England,65,Middlesbrough,Left,31,2019,76,192,EFL CHAMPIONSHIP,Goalkeeper
B. Sverrisson,28,Iceland,65,Aarhus GF,Left,6,2019,72,165,SUPERLIGA,No Speciality
D. Forde,38,Republic of Ireland,65,Cambridge United,Right,1,2019,74,198,0,Goalkeeper
H. Gong,19,Nigeria,65,Vitesse,Right,19,2022,67,159,EREDIVISIE,No Speciality
T. Kupisz,28,Poland,65,Ascoli,Right,20,2020,71,168,CALCIO B,No Speciality
M. Abusabaan,28,Saudi Arabia,65,Al Faisaly,Right,23,2019,71,168,SAUDI PROFESSIONAL LEAGUE,No Speciality
C. Amaya,27,Colombia,65,Once Caldas,Right,11,2019,70,165,LIGA DIMAYOR,No Speciality
Wu Yake,27,China PR,65,Changchun Yatai FC,Right,23,2021,73,179,CSL,Goalkeeper
M. Schulz,23,Germany,65,FC Luzern,Right,15,2020,73,170,RAIFFEISEN SUPER LEAGUE,No Speciality
O. Rojas,36,Mexico,65,Lobos BUAP,Right,12,2018,68,148,0,No Speciality
P. Jaroszyński,23,Poland,65,Chievo Verona,Left,44,2021,72,170,SERIE A TIM,No Speciality
L. Reed,20,England,65,Peterborough United,Right,11,2021,68,132,0,No Speciality
T. Elrich,31,Australia,65,Western Sydney Wanderers,Right,21,2020,71,170,0,No Speciality
M. Malaeka,32,Saudi Arabia,65,Al Faisaly,Right,26,2019,73,161,SAUDI PROFESSIONAL LEAGUE,Goalkeeper
C. Rentería,22,Colombia,65,Deportes Tolima,Right,7,2019,69,154,LIGA DIMAYOR,No Speciality
S. Cox,31,Republic of Ireland,65,Southend United,Right,10,2019,71,154,EFL LEAGUE ONE,No Speciality
A. Mannus,36,Northern Ireland,65,Shamrock Rovers,Right,1,2018,74,203,SSE AIRTRICITY LEAGUE,Goalkeeper
P. Jaeckel,19,Germany,65,SpVgg Greuther Fürth,Right,23,2021,74,176,0,No Speciality
J. Bijol,19,Slovenia,65,PFC CSKA Moscow,Right,29,2023,75,187,REST OF WORLD,No Speciality
Z. Kozulj,24,Bosnia Herzegovina,65,Pogoń Szczecin,Right,17,2021,71,168,EKSTRAKLASA,No Speciality
Song Jin Hyung,30,Korea Republic,65,FC Seoul,Right,37,2021,69,143,K-LEAGUE 1,No Speciality
C. Duvall,26,United States,65,Montreal Impact,Right,18,2019,70,159,MLS,No Speciality
R. Williams,21,England,65,Wycombe Wanderers,Right,24,"Jan 2, 2019",68,168,0,No Speciality
M. Naamani,27,Algeria,65,Al Fateh,Right,4,2020,77,207,SAUDI PROFESSIONAL LEAGUE,Strength
M. Gollner,27,Austria,65,Wolfsberger AC,Left,4,2020,73,176,Ö. BUNDESLIGA,No Speciality
D. Pedersen,25,Denmark,65,Lillestrøm SK,Right,23,2019,73,163,ELITESERIEN,No Speciality
O. Berber,26,Turkey,65,Kayserispor,Left,12,2020,69,148,SÜPER LIG,No Speciality
Steven Vitória,31,Canada,65,Lechia Gdańsk,Right,5,2019,77,190,EKSTRAKLASA,Strength
B. Stokke,27,Norway,65,Randers FC,Left,18,2021,75,198,SUPERLIGA,Strength
M. Ospitalieri,26,Belgium,65,Fortuna Sittard,Left,13,2019,71,157,EREDIVISIE,No Speciality
J. Haugaard,26,Denmark,65,Stoke City,Left,29,2019,78,192,EFL CHAMPIONSHIP,Goalkeeper
S. Mauk,22,Australia,65,Brisbane Roar,Right,13,2022,69,141,HYUNDAI A-LEAGUE,No Speciality
Óscar Whalley,24,Spain,65,Aarhus GF,Left,1,2021,75,176,SUPERLIGA,Goalkeeper
S. O'Donnell,32,Republic of Ireland,65,Dundalk,Left,6,2018,70,170,SSE AIRTRICITY LEAGUE,No Speciality
Marquinhos Cipriano,19,Brazil,65,Shakhtar Donetsk,Left,28,2023,67,143,REST OF WORLD,No Speciality
I. Vassell,24,England,65,Birmingham City,Right,11,2021,69,157,EFL CHAMPIONSHIP,No Speciality
T. Lehne Olsen,27,Norway,65,Lillestrøm SK,Right,10,2021,74,172,ELITESERIEN,No Speciality
S. Pontisso,21,Italy,65,Udinese,Right,21,2020,72,165,SERIE A TIM,No Speciality
Henrique Jardinel,30,Brazil,65,América FC (Minas Gerais),Right,16,2021,69,157,LIGA BANCOMER MX,No Speciality
C. Almeida,28,Uruguay,65,Defensa y Justicia,Left,13,2020,67,143,0,No Speciality
R. Yalçın,24,Germany,65,Çaykur Rizespor,Right,6,2020,72,170,SÜPER LIG,No Speciality
S. Jhingan,24,India,65,Free Agent,Right,5,Free Agent,74,163,0,No Speciality
Jeong Hyun Cheol,25,Korea Republic,65,FC Seoul,Right,24,2023,74,163,K-LEAGUE 1,No Speciality
M. McKenzie,19,United States,65,Philadelphia Union,Right,4,2021,71,185,0,No Speciality
J. Deumeland,30,Germany,65,IK Start,Right,26,2018,75,185,ELITESERIEN,Goalkeeper
N. Lang,19,Netherlands,65,Ajax,Right,37,2019,70,152,EREDIVISIE,No Speciality
V. Vries,27,Namibia,65,Kaizer Chiefs,Right,16,2021,72,163,REST OF WORLD,Goalkeeper
L. Verstraete,19,Belgium,65,Waasland-Beveren,Right,13,"Jun 30, 2019",73,176,0,No Speciality
J. Jigauri,25,Georgia,65,Grenoble Foot 38,Right,18,2020,69,152,0,No Speciality
D. Moxey,32,England,65,Exeter City,Left,21,2020,71,154,EFL LEAGUE TWO,No Speciality
C. Wernitznig,28,Austria,65,Wolfsberger AC,Right,24,2020,70,179,Ö. BUNDESLIGA,No Speciality
C. Valeri,33,Australia,65,Melbourne Victory,Right,21,2019,72,165,HYUNDAI A-LEAGUE,No Speciality
M. Mosquera,25,Colombia,65,Patriotas Boyacá FC,Left,16,2023,71,159,0,No Speciality
R. Kouamé,21,Mali,65,Paris FC,Left,6,"Jun 30, 2019",70,150,DOMINO'S LIGUE 2,No Speciality
D. Chima Chukwu,27,Nigeria,65,Molde FK,Right,27,2020,71,163,ELITESERIEN,No Speciality
E. Harrison,24,Wales,65,Ipswich Town,Right,10,2020,71,174,0,No Speciality
T. Wendel,29,Germany,65,VfL Sportfreunde Lotte,Right,3,2019,75,174,0,No Speciality
O. Schnitzler,22,Germany,65,SC Preußen Münster,Right,1,2020,75,192,0,Goalkeeper
A. Coly,25,Senegal,65,Kristiansund BK,Right,17,2018,73,168,0,No Speciality
M. Vera,22,Argentina,65,CD O'Higgins,Left,34,2023,67,152,CAMP. SCOTIABANK,No Speciality
R. De Vita,30,Italy,65,Livingston FC,Right,23,2019,71,170,0,No Speciality
F. Lohkemper,23,Germany,65,1. FC Magdeburg,Right,7,2019,71,168,0,No Speciality
M. Ajani,24,Germany,65,Hallescher FC,Right,22,2019,74,190,3. LIGA,No Speciality
M. Lund Nielsen,30,Denmark,65,Sarpsborg 08 FF,Right,8,2019,72,163,ELITESERIEN,Engine
T. Mpati,26,Belgium,65,Sporting Lokeren,Right,35,2020,69,154,0,No Speciality
Edu Espiau,23,Spain,65,UD Las Palmas,Right,28,2019,73,174,LALIGA 1 | 2 | 3,No Speciality
H. Acosta,26,Mexico,65,Deportivo Toluca,Right,13,2019,70,168,0,No Speciality
T. Bu Haymid,30,Saudi Arabia,65,Al Fayha,Left,25,2019,67,150,SAUDI PROFESSIONAL LEAGUE,Engine
D. Mikanović,24,Croatia,65,Aarhus GF,Right,2,2019,69,159,SUPERLIGA,No Speciality
R. Massimo,17,Germany,65,DSC Arminia Bielefeld,Right,22,"Jun 30, 2020",73,165,0,No Speciality
A. Smárason,29,Iceland,65,Lillestrøm SK,Right,88,2018,72,168,ELITESERIEN,No Speciality
S. Brandy,33,Germany,65,DSC Arminia Bielefeld,Right,16,2019,72,174,0,No Speciality
B. Adjei-Boateng,24,Ghana,65,Colorado Rapids,Right,21,2022,71,161,MLS,No Speciality
F. Milo,26,Argentina,65,San Martín de San Juan,Left,25,2019,71,165,0,No Speciality
K. Cissé,34,Mali,65,Central Coast Mariners,Right,20,2019,74,187,0,No Speciality
D. Castillo,27,Chile,65,CD Universidad de Concepción,Right,12,2023,71,172,0,Goalkeeper
A. Krešić,22,Croatia,65,US Cremonese,Right,5,"Jun 30, 2019",78,183,0,No Speciality
Escriche,20,Spain,65,CD Lugo,Right,11,"Jun 30, 2019",72,165,LALIGA 1 | 2 | 3,No Speciality
E. Ataseven,25,Turkey,65,Akhisar Belediyespor,Right,8,2020,71,154,0,No Speciality
M. Kopczyński,26,Poland,65,Wellington Phoenix,Right,15,"May 31, 2019",71,154,0,No Speciality
Mao Jianqing,31,China PR,65,Shanghai Greenland Shenhua FC,Right,7,2019,73,165,CSL,No Speciality
J. Clarke,26,England,65,Scunthorpe United,Right,2,2019,72,157,0,No Speciality
Pak Kwang Ryong,25,Korea DPR,65,SKN St. Pölten,Right,89,2019,74,183,Ö. BUNDESLIGA,No Speciality
J. Husband,24,England,65,Fleetwood Town,Left,26,"Jan 1, 2019",70,143,EFL LEAGUE ONE,No Speciality
A. Al Zori,30,Saudi Arabia,65,Al Wehda,Left,12,2020,71,152,SAUDI PROFESSIONAL LEAGUE,No Speciality
Airam,30,Spain,65,Cracovia,Right,24,"Jun 30, 2019",71,172,EKSTRAKLASA,No Speciality
M. Schulze Niehues,29,Germany,65,SC Preußen Münster,Right,35,2019,76,198,0,Goalkeeper
P. De la Vega,17,Argentina,65,Club Atlético Lanús,Right,39,2021,70,154,0,No Speciality
P. Sweeney,23,Republic of Ireland,65,Exeter City,Right,2,2019,70,176,EFL LEAGUE TWO,No Speciality
P. Tuszyński,28,Poland,65,Zagłębie Lubin,Right,89,2020,72,170,EKSTRAKLASA,No Speciality
J. Mosquera,27,Colombia,65,América de Cali,Right,16,2023,68,146,LIGA DIMAYOR,No Speciality
M. Coppolaro,21,Italy,65,Venezia FC,Right,5,"Jun 30, 2019",74,176,0,No Speciality
R. Mmaee,21,Belgium,65,Aarhus GF,Right,9,"Jun 30, 2019",72,174,SUPERLIGA,No Speciality
S. Inagaki,26,Japan,65,Sanfrecce Hiroshima,Right,15,2018,69,159,0,No Speciality
E. Mwepu,20,Zambia,65,FC Red Bull Salzburg,Right,45,2022,72,170,Ö. BUNDESLIGA,No Speciality
F. Viteritti,25,Germany,65,FC Energie Cottbus,Right,10,2019,69,157,0,No Speciality
A. Dyer,28,Montserrat,65,IF Elfsborg,Right,23,2019,70,163,ALLSVENSKAN,Engine
M. Mak,26,Poland,65,Lechia Gdańsk,Right,8,2019,68,132,EKSTRAKLASA,No Speciality
Bae Il Hwan,29,Korea Republic,65,Jeju United FC,Right,19,2022,71,165,0,No Speciality
H. Adelakun,22,England,65,Bristol City,Right,16,2021,75,165,EFL CHAMPIONSHIP,No Speciality
M. Devlin,24,Scotland,65,Aberdeen,Right,18,2021,74,174,SCOTTISH PREMIERSHIP,No Speciality
J. Serra,20,Germany,65,Holstein Kiel,Left,23,2021,76,192,0,No Speciality
G. Faivre,31,Switzerland,65,FC Thun,Right,1,2019,74,183,RAIFFEISEN SUPER LEAGUE,Goalkeeper
K. Ellis,27,United States,65,DC United,Right,12,2022,69,159,MLS,No Speciality
L. Janoszka,31,Poland,65,Zagłębie Lubin,Left,14,2019,71,168,EKSTRAKLASA,No Speciality
P. Azango,21,Nigeria,65,KAA Gent,Left,32,2021,65,139,PRO LEAGUE,No Speciality
M. Kennedy,23,Scotland,65,St. Johnstone FC,Right,33,2020,69,143,0,No Speciality
N. Fitzgerald,26,Australia,65,Western Sydney Wanderers,Right,7,2019,69,154,0,No Speciality
M. Kudo,28,Japan,65,Sanfrecce Hiroshima,Right,9,2018,70,163,0,No Speciality
N. Busch Thor,32,Sweden,65,IK Sirius,Left,20,2020,71,181,ALLSVENSKAN,No Speciality
M. Harriman,25,Republic of Ireland,65,Wycombe Wanderers,Right,16,2019,66,163,0,No Speciality
L. Görtler,24,Germany,65,FC Utrecht,Right,27,2020,73,181,EREDIVISIE,No Speciality
D. Ovono,35,Gabon,65,Paris FC,Right,30,2023,73,190,DOMINO'S LIGUE 2,Goalkeeper
L. Pellegrini,19,Italy,65,Roma,Left,3,2022,70,159,SERIE A TIM,No Speciality
K. Larsen,26,Norway,65,Sarpsborg 08 FF,Right,19,2019,72,163,ELITESERIEN,No Speciality
A. Kruiswijk,33,Netherlands,65,Vitesse,Left,6,2019,74,170,EREDIVISIE,No Speciality
A. Jaakkola,31,Finland,65,Reading,Right,20,2019,76,194,EFL CHAMPIONSHIP,Goalkeeper
T. Chong,18,Netherlands,65,Manchester United,Left,44,2019,72,154,PREMIER LEAGUE,No Speciality
P. Alvarenga,30,Paraguay,65,San Martín de San Juan,Right,33,2021,75,172,0,No Speciality
M. Pascali,36,Italy,65,Cosenza,Right,29,2019,74,183,CALCIO B,No Speciality
L. Dyer,35,England,65,Bolton Wanderers,Left,22,2019,68,154,0,No Speciality
P. Delecroix,29,France,65,FC Metz,Right,1,2019,73,168,DOMINO'S LIGUE 2,Goalkeeper
E. Hooi,26,Curacao,65,ADO Den Haag,Right,77,2019,67,134,EREDIVISIE,No Speciality
J. Riley,26,England,65,Plymouth Argyle,Right,2,2020,72,157,EFL LEAGUE ONE,No Speciality
J. López,26,Algeria,65,Paris FC,Right,20,2019,68,139,DOMINO'S LIGUE 2,No Speciality
C. Stokes,27,England,65,Bury,Left,3,2020,73,183,EFL LEAGUE TWO,No Speciality
J. Campbell,25,United States,65,Chicago Fire,Right,16,2018,74,187,MLS,No Speciality
Marcão,22,Brazil,65,Clube Sport Marítimo,Right,4,2023,74,174,0,No Speciality
D. Mungo,25,Italy,65,Cosenza,Right,7,2019,69,150,CALCIO B,No Speciality
G. Marinelli,29,Argentina,65,Club Atlético Tigre,Right,23,2019,71,174,0,Goalkeeper
G. Wegkamp,25,Germany,65,VfL Sportfreunde Lotte,Right,13,2020,76,185,0,No Speciality
A. Gersbach,21,Australia,65,Rosenborg BK,Left,3,2019,72,161,ELITESERIEN,No Speciality
You Ju An,19,Korea Republic,65,Suwon Samsung Bluewings,Right,28,2020,69,152,0,No Speciality
M. Tacalfred,37,France,65,AJ Auxerre,Right,20,2019,69,172,DOMINO'S LIGUE 2,No Speciality
I. Durmuş,24,Turkey,65,FC Wacker Innsbruck,Left,29,2020,71,161,0,No Speciality
J. Méndez,21,Ecuador,65,Free Agent,Right,20,Free Agent,70,154,0,No Speciality
A. Otero,34,Colombia,65,Patriotas Boyacá FC,Right,25,2023,73,165,0,Goalkeeper
Kim Jin Ya,20,Korea Republic,65,Incheon United FC,Right,13,2020,70,139,0,No Speciality
D. Christensen,29,Denmark,65,Vendsyssel FF,Left,20,2020,68,168,SUPERLIGA,No Speciality
N. DeLeon,27,United States,65,DC United,Right,14,2022,70,170,MLS,No Speciality
L. Grozurek,26,Austria,65,SK Sturm Graz,Right,11,2021,74,183,Ö. BUNDESLIGA,No Speciality
L. Narváez,33,Colombia,65,Junior FC,Right,15,2023,70,181,0,No Speciality
R. McArdle,31,Northern Ireland,65,Scunthorpe United,Right,23,2020,73,161,0,No Speciality
J. Pérez,20,United States,65,Los Angeles FC,Left,18,2023,65,141,MLS,No Speciality
Loureiro,21,Spain,65,Córdoba CF,Right,15,2020,71,168,LALIGA 1 | 2 | 3,No Speciality
Javi Hernández,20,Spain,65,Real Oviedo,Left,33,"Jun 30, 2020",72,159,0,No Speciality
K. Appiah,27,Ghana,65,AFC Wimbledon,Right,9,2019,71,176,EFL LEAGUE ONE,No Speciality
R. Kirilov,26,Bulgaria,65,Free Agent,Right,17,Free Agent,67,132,0,No Speciality
H. Matynia,22,Poland,65,Pogoń Szczecin,Right,3,2020,71,154,EKSTRAKLASA,No Speciality
Fran Gámez,26,Spain,65,RCD Mallorca,Right,15,2020,69,157,LALIGA 1 | 2 | 3,No Speciality
O. Ademi,26,Switzerland,65,FC Würzburger Kickers,Right,19,2019,74,187,0,No Speciality
J. Bjørdal,32,Norway,65,SV Zulte-Waregem,Right,24,2020,74,181,0,No Speciality
A. Stolz,34,Germany,65,TSG 1899 Hoffenheim,Right,33,2019,74,196,BUNDESLIGA,Goalkeeper
Borja García,28,Spain,65,Extremadura UD,Left,5,2019,71,163,LALIGA 1 | 2 | 3,No Speciality
N. Sonko Sundberg,22,Sweden,65,Östersunds FK,Right,77,2021,74,185,ALLSVENSKAN,No Speciality
T. Božić,30,Croatia,65,Miedź Legnica,Right,24,2020,72,170,EKSTRAKLASA,No Speciality
Guridi,23,Spain,65,Real Sociedad,Left,25,2022,70,141,LALIGA SANTANDER,No Speciality
Fabio González,21,Spain,65,UD Las Palmas,Right,27,2021,69,143,LALIGA 1 | 2 | 3,No Speciality
W. Thomas,31,England,65,Grimsby Town,Right,39,2019,71,168,EFL LEAGUE TWO,No Speciality
M. Costly,22,Germany,65,1. FC Magdeburg,Right,9,2020,72,165,0,No Speciality
T. Knoflach,24,Austria,65,SK Rapid Wien,Right,21,2020,72,181,Ö. BUNDESLIGA,Goalkeeper
Z. Vyner,21,England,65,Rotherham United,Right,2,"Jun 30, 2019",74,150,0,No Speciality
B. Atik,23,Turkey,65,SG Dynamo Dresden,Right,28,2022,67,159,0,No Speciality
L. Goujon,22,France,65,AJ Auxerre,Right,15,2019,71,150,DOMINO'S LIGUE 2,No Speciality
M. Ferrier,23,England,65,Walsall,Right,16,2020,72,165,EFL LEAGUE ONE,No Speciality
H. Salinas,28,Chile,65,Deportes Iquique,Left,11,2023,67,163,0,No Speciality
K. Nakamachi,32,Japan,65,Yokohama F. Marinos,Right,8,2021,69,163,0,No Speciality
J. Ekkelenkamp,18,Netherlands,65,Ajax,Right,40,2021,72,165,EREDIVISIE,No Speciality
L. Haquin,20,Bolivia,65,Free Agent,Right,16,Free Agent,71,168,0,No Speciality
L. Legge,33,England,65,Port Vale,Right,5,2019,76,176,EFL LEAGUE TWO,No Speciality
K. Harris,25,England,65,Cardiff City,Right,23,2019,69,150,PREMIER LEAGUE,No Speciality
S. Avellaneda,28,Colombia,65,Boyacá Chicó FC,Right,12,2023,72,185,0,Goalkeeper
F. Ávila,24,Colombia,65,Patriotas Boyacá FC,Right,19,2021,70,154,0,No Speciality
